Manufacturer,Category,Leather interior,Fuel type,Engine volume,Mileage(in km),Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
HYUNDAI,Sedan,2,Hybrid,2.4,16,2,Tiptronic,Front,4-doors,Right-hand drive,Black,4,1778193
HYUNDAI,Sedan,1,CNG,2,27,4,Automatic,Front,4-doors,Left wheel,White,4,1118448
MAZDA,Jeep,1,Petrol,2.5,22,4,Automatic,Front,4-doors,Left wheel,Blue,12,31752
TOYOTA,Hatchback,2,Hybrid,1.8,11,4,Automatic,Front,4-doors,Left wheel,Silver,8,1308231
RENAULT,Hatchback,2,Petrol,1.2,21,4,Manual,Front,2-doors,Left wheel,Purple,4,267300
HYUNDAI,Jeep,1,Diesel,2,17,4,Automatic,Front,4-doors,Left wheel,Grey,4,1858707
BMW,Sedan,1,Petrol,3,12,6,Tiptronic,Rear,4-doors,Left wheel,Grey,12,3302289
LEXUS,Hatchback,1,Hybrid,1.8,6,4,Automatic,Front,4-doors,Left wheel,Silver,0,635040
MITSUBISHI,Jeep,2,CNG,3,9,6,Manual,4x4,4-doors,Left wheel,Blue,0,762048
TOYOTA,Sedan,1,Petrol,2.5,19,4,Tiptronic,Front,4-doors,Left wheel,Grey,12,2032209
LEXUS,Jeep,1,Petrol,4.7,13,8,Automatic,4x4,4-doors,Left wheel,Black,0,22842
MERCEDES-BENZ,Sedan,1,Petrol,5,16,8,Automatic,Rear,4-doors,Left wheel,Black,8,889056
TOYOTA,Sedan,1,Hybrid,2.5,27,4,Automatic,Front,4-doors,Left wheel,White,12,444528
BMW,Coupe,2,Petrol,1.8,22,4,Manual,Rear,2-doors,Left wheel,Black,4,405000
TOYOTA,Hatchback,2,Petrol,1.3,11,4,Automatic,4x4,4-doors,Right-hand drive,White,4,787482
HYUNDAI,Coupe,1,Petrol,3.8,21,4,Automatic,Front,4-doors,Left wheel,Blue,4,1346301
LEXUS,Jeep,1,Hybrid,3.5,17,6,Automatic,4x4,4-doors,Left wheel,Black,12,1130436
HYUNDAI,Sedan,1,Petrol,2,12,4,Automatic,Front,4-doors,Left wheel,White,4,762858
SSANGYONG,Jeep,1,Diesel,2,6,4,Automatic,Front,4-doors,Left wheel,Black,4,1977615
BMW,Sedan,2,Petrol,2,9,6,Manual,Rear,4-doors,Left wheel,White,0,304803
LEXUS,Hatchback,1,Hybrid,1.8,19,4,Automatic,Front,4-doors,Left wheel,Grey,0,38070
BMW,Sedan,1,Petrol,2.5,13,6,Tiptronic,Rear,4-doors,Left wheel,Black,4,812916
HYUNDAI,Sedan,1,Petrol,1.8,16,4,Automatic,Front,4-doors,Left wheel,Black,12,139725
HYUNDAI,Sedan,1,Petrol,1.8,27,4,Automatic,Front,4-doors,Left wheel,Black,12,44469
TOYOTA,Sedan,1,Hybrid,2.5,22,4,Automatic,Front,4-doors,Left wheel,Black,12,25434
OPEL,Universal,2,Petrol,2,11,4,Manual,Front,4-doors,Left wheel,White,4,457245
TOYOTA,Sedan,2,Hybrid,1.5,21,4,Variator,Front,4-doors,Right-hand drive,Silver,8,889056
MERCEDES-BENZ,Jeep,1,Diesel,3,17,6,Automatic,4x4,4-doors,Left wheel,Silver,12,368307
TOYOTA,Hatchback,1,Petrol,1.5,12,4,Automatic,Front,4-doors,Left wheel,Blue,4,1724085
MERCEDES-BENZ,Sedan,1,Diesel,3.5,6,6,Automatic,4x4,4-doors,Left wheel,Black,12,2413233
LEXUS,Jeep,1,Petrol,4.6,9,8,Automatic,4x4,4-doors,Left wheel,Black,0,57186
FORD,Sedan,1,Hybrid,2,19,4,Automatic,Front,4-doors,Left wheel,Black,0,69822
MERCEDES-BENZ,Sedan,1,Diesel,3.5,13,6,Automatic,4x4,4-doors,Left wheel,Silver,12,25434
AUDI,Sedan,1,Petrol,2,16,4,Automatic,4x4,4-doors,Left wheel,Silver,12,1549530
FORD,Minivan,2,Petrol,2.2,27,5,Automatic,Front,4-doors,Left wheel,Blue,6,153900
HYUNDAI,Jeep,1,Diesel,1.7,22,4,Automatic,Front,4-doors,Left wheel,White,4,2881170
TOYOTA,Hatchback,2,Hybrid,1.5,11,4,Automatic,Front,4-doors,Left wheel,Black,10,711261
SUZUKI,Sedan,2,Petrol,2.4,21,4,Tiptronic,Front,4-doors,Left wheel,Black,0,1016064
HYUNDAI,Jeep,1,Petrol,2.4,17,4,Tiptronic,4x4,4-doors,Left wheel,Red,8,1955988
TOYOTA,Hatchback,1,Hybrid,1.8,12,4,Automatic,Front,4-doors,Left wheel,White,12,57186
TOYOTA,Sedan,1,Hybrid,1.8,6,4,Automatic,Front,4-doors,Left wheel,Black,10,1828980
TOYOTA,Sedan,1,Hybrid,2.5,9,4,Automatic,Front,4-doors,Left wheel,Blue,12,393741
TOYOTA,Sedan,2,Hybrid,1.5,19,4,Variator,Front,4-doors,Left wheel,Silver,8,1041498
HONDA,Sedan,2,Petrol,1.3,13,4,Automatic,Front,4-doors,Right-hand drive,Black,2,660474
VOLKSWAGEN,Hatchback,2,Petrol,1.8,16,4,Automatic,Front,4-doors,Right-hand drive,Red,4,145800
FORD,Sedan,1,Hybrid,2,27,4,Automatic,Front,4-doors,Left wheel,Silver,0,393741
BMW,Jeep,1,Petrol,3,22,6,Tiptronic,4x4,4-doors,Left wheel,Black,12,2921265
FORD,Jeep,1,Hybrid,0.4,11,4,Automatic,Front,4-doors,Left wheel,Grey,0,22842
TOYOTA,Jeep,1,Petrol,2,21,4,Automatic,Front,4-doors,Left wheel,White,12,1447956
BMW,Sedan,1,Diesel,2,17,4,Automatic,Rear,4-doors,Left wheel,White,12,1473309
FORD,Sedan,1,Petrol,1.6,12,4,Tiptronic,Front,4-doors,Left wheel,White,8,2006775
HYUNDAI,Sedan,1,Petrol,2,6,4,Automatic,Front,4-doors,Left wheel,Grey,4,1235817
HONDA,Universal,2,Petrol,2.4,9,4,Automatic,4x4,4-doors,Left wheel,Black,6,1368900
CITROEN,Hatchback,2,Petrol,1,19,4,Manual,Front,4-doors,Left wheel,White,6,1193940
NISSAN,Jeep,1,Petrol,2,13,4,Automatic,4x4,4-doors,Right-hand drive,Beige,6,889056
CHEVROLET,Jeep,1,Diesel,2,16,4,Automatic,Front,4-doors,Left wheel,White,4,1848825
KIA,Sedan,2,Petrol,1.6,27,4,Automatic,Front,4-doors,Left wheel,Black,4,1016064
LEXUS,Hatchback,1,Hybrid,1.8,22,4,Automatic,Front,4-doors,Left wheel,White,0,1371735
FORD,Coupe,1,Petrol,3.7,11,6,Manual,Rear,2-doors,Left wheel,Black,12,1651185
LAND ROVER,Jeep,2,Diesel,2.5,21,4,Manual,4x4,4-doors,Right-hand drive,Blue,0,889056
HONDA,Sedan,1,Petrol,2,17,4,Automatic,Front,4-doors,Left wheel,White,4,3095253
SSANGYONG,Jeep,1,Diesel,1.6,12,4,Automatic,Front,4-doors,Left wheel,White,4,3574854
MERCEDES-BENZ,Sedan,1,Petrol,2.6,6,6,Tiptronic,Rear,4-doors,Left wheel,Silver,8,685827
TOYOTA,Jeep,1,Hybrid,2.5,9,4,Automatic,Front,4-doors,Left wheel,Black,12,31752
VOLKSWAGEN,Sedan,2,Diesel,1.9,19,4,Manual,Front,4-doors,Left wheel,Black,1,355671
MERCEDES-BENZ,Coupe,2,Petrol,2,13,4,Tiptronic,Rear,2-doors,Right-hand drive,Black,4,584253
HONDA,Sedan,1,Petrol,1.5,16,4,Automatic,Front,4-doors,Left wheel,White,12,774765
VOLKSWAGEN,Sedan,2,CNG,2,27,4,Manual,Front,4-doors,Left wheel,White,4,28188
VOLKSWAGEN,Sedan,1,Petrol,2.5,22,4,Tiptronic,Front,4-doors,Left wheel,Silver,6,1016064
BMW,Jeep,1,Petrol,4.8,11,8,Tiptronic,4x4,4-doors,Left wheel,Black,8,1955988
OPEL,Universal,2,Petrol,1.6,21,4,Manual,Front,4-doors,Left wheel,White,0,508032
HYUNDAI,Sedan,1,Petrol,2.4,17,4,Tiptronic,Front,4-doors,Left wheel,White,8,8100
BMW,Sedan,1,Petrol,3,12,6,Tiptronic,Rear,4-doors,Left wheel,Blue,8,1524177
BMW,Coupe,1,Petrol,4.4,6,8,Tiptronic,Rear,4-doors,Left wheel,White,12,9652932
HONDA,Sedan,1,Hybrid,1.3,9,4,Variator,Front,4-doors,Right-hand drive,Black,2,863703
HYUNDAI,Jeep,1,Diesel,2,19,4,Automatic,Front,4-doors,Left wheel,White,4,3584007
BMW,Coupe,1,Petrol,2.5,13,6,Tiptronic,Rear,2-doors,Left wheel,Black,6,762048
VOLKSWAGEN,Sedan,2,Petrol,1.4,16,4,Tiptronic,Front,4-doors,Left wheel,Grey,6,1574964
TOYOTA,Sedan,2,Hybrid,1.8,27,4,Automatic,Front,4-doors,Left wheel,Grey,0,965277
MERCEDES-BENZ,Jeep,1,Petrol,4.7,22,8,Tiptronic,4x4,4-doors,Left wheel,Black,10,6096546
HONDA,Sedan,1,Petrol,2.4,11,4,Automatic,Front,4-doors,Left wheel,Orange,4,4386717
HYUNDAI,Jeep,1,Diesel,1.7,21,4,Automatic,Front,4-doors,Left wheel,Black,4,4041009
TOYOTA,Hatchback,2,Hybrid,1.5,17,4,Automatic,Front,4-doors,Left wheel,Sky blue,8,762048
TOYOTA,Hatchback,2,Petrol,1.8,12,4,Automatic,Front,4-doors,Left wheel,White,10,1930554
TOYOTA,Sedan,2,Petrol,2.5,6,4,Tiptronic,Front,4-doors,Left wheel,Black,10,1854414
MERCEDES-BENZ,Coupe,2,Petrol,2.4,9,4,Tiptronic,Rear,2-doors,Right-hand drive,Silver,10,889056
DAEWOO,Sedan,1,Petrol,1.9,19,4,Automatic,Front,4-doors,Left wheel,Silver,4,453924
FORD,Sedan,1,Petrol,1.6,13,4,Tiptronic,Front,4-doors,Left wheel,Black,4,1447956
HYUNDAI,Sedan,1,Petrol,1.8,16,4,Tiptronic,Front,4-doors,Left wheel,Black,8,1473309
FORD,Goods wagon,2,Diesel,2.4,27,4,Manual,Rear,4-doors,Left wheel,White,0,5670
HONDA,Hatchback,2,Hybrid,1.5,22,4,Variator,Front,4-doors,Right-hand drive,Silver,0,889056
MINI,Coupe,1,Petrol,1.6,11,4,Manual,Front,2-doors,Left wheel,Silver,10,2260791
OPEL,Goods wagon,2,Diesel,1.7,21,4,Manual,Front,2-doors,Left wheel,White,2,520749
HYUNDAI,Jeep,1,Hybrid,2.4,17,4,Automatic,Front,4-doors,Left wheel,White,0,38070
TOYOTA,Jeep,2,Petrol,2.5,12,4,Tiptronic,4x4,4-doors,Left wheel,Black,10,3302289
BMW,Sedan,1,CNG,2.5,6,6,Tiptronic,Rear,4-doors,Left wheel,Silver,8,635040
DODGE,Coupe,2,Petrol,3.6,9,6,Tiptronic,Rear,2-doors,Left wheel,Grey,6,2032209
MERCEDES-BENZ,Sedan,2,CNG,2,19,4,Manual,Rear,4-doors,Left wheel,Black,2,889056
MERCEDES-BENZ,Sedan,1,Petrol,2.2,13,4,Automatic,Front,4-doors,Left wheel,Black,6,584253
BMW,Coupe,1,Petrol,3,16,6,Tiptronic,4x4,2-doors,Left wheel,Black,8,1854414
MERCEDES-BENZ,Sedan,2,Petrol,2,27,4,Tiptronic,Rear,4-doors,Right-hand drive,Blue,6,635040
LEXUS,Sedan,1,Petrol,4.6,22,8,Automatic,4x4,4-doors,Left wheel,Black,0,63504
HYUNDAI,Sedan,1,CNG,2,11,4,Automatic,Front,4-doors,Left wheel,Silver,4,990711
LEXUS,Jeep,1,Petrol,3,21,6,Automatic,4x4,4-doors,Left wheel,Silver,8,965277
TOYOTA,Jeep,1,Petrol,2.5,17,4,Automatic,Front,4-doors,Left wheel,Carnelian red,12,4191426
HYUNDAI,Sedan,1,Petrol,2,12,4,Automatic,Front,4-doors,Left wheel,Black,4,1379835
AUDI,Sedan,1,Petrol,3,6,6,Automatic,4x4,4-doors,Left wheel,Blue,6,251100
TOYOTA,Hatchback,1,Hybrid,1.8,9,4,Automatic,Front,4-doors,Left wheel,White,12,15228
HYUNDAI,Sedan,1,Petrol,1.6,19,4,Automatic,Front,4-doors,Left wheel,Grey,4,2239974
KIA,Sedan,1,Petrol,2,13,4,Automatic,Front,4-doors,Left wheel,White,8,1435239
MERCEDES-BENZ,Jeep,1,Diesel,3.5,16,6,Automatic,4x4,4-doors,Left wheel,White,12,7614
HYUNDAI,Minivan,1,Diesel,2.5,27,4,Automatic,Front,4-doors,Left wheel,White,4,1140561
AUDI,Sedan,1,Petrol,2,22,4,Automatic,Front,4-doors,Left wheel,Black,0,57186
TOYOTA,Hatchback,1,Hybrid,1.8,11,4,Automatic,Front,4-doors,Left wheel,White,12,22842
HYUNDAI,Sedan,1,Petrol,2.4,21,4,Automatic,Front,4-doors,Left wheel,Red,12,215946
CHEVROLET,Jeep,1,Diesel,1.6,17,4,Automatic,Front,4-doors,Left wheel,White,4,1943514
BMW,Sedan,2,Petrol,2.2,12,6,Tiptronic,Rear,4-doors,Left wheel,White,5,1066932
TOYOTA,Hatchback,2,Hybrid,1.8,6,4,Variator,Front,4-doors,Left wheel,Blue,11,1193940
TOYOTA,Jeep,2,Petrol,2.5,9,6,Automatic,Front,4-doors,Left wheel,White,10,4826466
TOYOTA,Sedan,1,Hybrid,1.8,19,4,Tiptronic,Front,4-doors,Left wheel,Grey,12,1524177
HYUNDAI,Sedan,1,Petrol,1.6,13,4,Automatic,Front,4-doors,Left wheel,Silver,4,936603
HYUNDAI,Jeep,1,Diesel,2,16,4,Automatic,Front,4-doors,Left wheel,White,4,3675456
TOYOTA,Jeep,2,Petrol,2,27,4,Manual,4x4,4-doors,Left wheel,Silver,8,1270161
HYUNDAI,Jeep,1,Diesel,1.7,22,4,Automatic,Front,4-doors,Left wheel,White,4,2730267
FORD,Microbus,2,Diesel,2.4,11,4,Manual,Rear,2-doors,Left wheel,White,0,1016064
HYUNDAI,Sedan,1,CNG,2,21,4,Automatic,Front,4-doors,Left wheel,Silver,4,939924
BMW,Sedan,2,CNG,2.5,17,6,Manual,Rear,4-doors,Left wheel,Blue,4,550800
HYUNDAI,Sedan,2,Petrol,1.6,12,4,Tiptronic,Front,4-doors,Left wheel,Silver,8,1447956
TOYOTA,Jeep,1,Hybrid,1.8,6,4,Automatic,Front,4-doors,Left wheel,White,12,15228
MERCEDES-BENZ,Sedan,1,Petrol,3.5,9,6,Tiptronic,Rear,4-doors,Left wheel,Silver,12,1473309
LEXUS,Jeep,1,Hybrid,3.3,19,6,Automatic,4x4,4-doors,Left wheel,Blue,10,2286225
TOYOTA,Minivan,2,Diesel,2.2,13,4,Manual,Front,4-doors,Left wheel,Black,4,203229
HYUNDAI,Universal,1,Diesel,2.5,16,4,Automatic,Front,4-doors,Left wheel,Grey,4,3584007
TOYOTA,Sedan,2,Hybrid,2.5,27,4,Tiptronic,Front,4-doors,Left wheel,Grey,8,5791743
MITSUBISHI,Jeep,2,Petrol,1.8,22,4,Automatic,4x4,2-doors,Left wheel,Silver,2,584253
LEXUS,Jeep,1,Petrol,4.6,11,8,Automatic,4x4,4-doors,Left wheel,Black,0,330237
MERCEDES-BENZ,Sedan,1,Petrol,2,21,4,Manual,Rear,4-doors,Left wheel,Blue,6,533466
BMW,Sedan,1,Petrol,3,17,6,Tiptronic,Rear,4-doors,Left wheel,Black,6,1270161
TOYOTA,Sedan,1,Petrol,3.5,12,6,Automatic,4x4,4-doors,Left wheel,Silver,12,304803
BMW,Sedan,1,Petrol,4.4,6,8,Automatic,4x4,4-doors,Left wheel,Black,0,12717
HYUNDAI,Sedan,1,CNG,2,9,4,Automatic,Front,4-doors,Left wheel,Orange,4,1066932
AUDI,Sedan,1,Petrol,2,19,4,Automatic,4x4,4-doors,Left wheel,Blue,12,533466
AUDI,Jeep,1,Petrol,2,13,4,Automatic,4x4,4-doors,Left wheel,Black,0,3810402
DAEWOO,Sedan,1,Diesel,2,16,4,Automatic,Front,4-doors,Left wheel,Blue,4,475065
SSANGYONG,Jeep,1,Diesel,2,27,4,Automatic,Front,4-doors,Left wheel,Black,4,1691523
HONDA,Minivan,2,CNG,2.4,22,4,Variator,Front,4-doors,Right-hand drive,Grey,6,889056
MITSUBISHI,Pickup,2,Diesel,2.4,11,4,Manual,4x4,4-doors,Left wheel,White,2,1905201
SSANGYONG,Jeep,1,Diesel,2,21,4,Automatic,Front,4-doors,Left wheel,Carnelian red,4,2057562
HONDA,Hatchback,2,Hybrid,1.3,17,4,Automatic,Front,4-doors,Right-hand drive,Grey,0,736695
HYUNDAI,Coupe,1,Petrol,1.8,12,4,Automatic,Front,2-doors,Left wheel,Blue,12,215946
TOYOTA,Sedan,1,Petrol,2.5,6,4,Tiptronic,Front,4-doors,Left wheel,White,12,7087257
TOYOTA,Sedan,1,Hybrid,2.5,9,4,Automatic,Front,4-doors,Left wheel,Black,12,406458
HYUNDAI,Jeep,2,Petrol,2,19,4,Manual,4x4,4-doors,Left wheel,Black,4,990711
HONDA,Hatchback,2,Hybrid,1.3,13,4,Variator,Front,4-doors,Left wheel,Grey,8,939924
HYUNDAI,Sedan,1,Petrol,1.6,16,4,Automatic,Front,4-doors,Left wheel,Grey,4,1620405
TOYOTA,Sedan,1,Hybrid,2.5,27,4,Automatic,Front,4-doors,Left wheel,Black,12,406458
FORD,Hatchback,2,Petrol,1.6,22,3,Automatic,Front,4-doors,Left wheel,Grey,0,1117719
SSANGYONG,Jeep,1,Diesel,2,11,4,Automatic,Front,4-doors,Left wheel,Silver,4,1058508
FORD,Hatchback,2,Petrol,2,21,4,Tiptronic,Front,4-doors,Left wheel,Black,12,1143153
HYUNDAI,Sedan,1,Petrol,1.8,17,4,Automatic,Front,4-doors,Left wheel,Black,12,25434
HYUNDAI,Jeep,1,Petrol,2.4,12,4,Automatic,Front,4-doors,Left wheel,Black,12,82539
FORD,Hatchback,2,Hybrid,2,6,4,Automatic,Front,4-doors,Left wheel,White,0,1333665
NISSAN,Sedan,2,Petrol,2.3,9,6,Automatic,Front,4-doors,Right-hand drive,Silver,6,591300
DAEWOO,Sedan,1,Petrol,1.6,19,4,Automatic,Front,4-doors,Left wheel,Silver,4,558819
CHEVROLET,Sedan,1,Petrol,0.8,13,4,Automatic,Front,4-doors,Left wheel,Golden,4,266733
HYUNDAI,Sedan,1,CNG,2,16,4,Tiptronic,Front,4-doors,Left wheel,Silver,0,1397169
DAEWOO,Sedan,1,Petrol,1.8,27,4,Automatic,Front,4-doors,Left wheel,Black,4,825552
TOYOTA,Sedan,1,Hybrid,3.5,22,6,Automatic,4x4,4-doors,Left wheel,Black,12,3175281
HONDA,Sedan,1,Petrol,1.8,11,4,Automatic,Front,4-doors,Left wheel,Blue,4,2935035
SSANGYONG,Jeep,1,Diesel,2,21,4,Automatic,Front,4-doors,Left wheel,Black,4,1850283
CHEVROLET,Sedan,1,Petrol,2,17,4,Automatic,Front,4-doors,Left wheel,Silver,4,1757619
HYUNDAI,Jeep,1,Diesel,2,12,4,Automatic,Front,4-doors,Left wheel,Black,4,2049219
MAZDA,Hatchback,2,Petrol,1.6,6,4,Automatic,Front,4-doors,Right-hand drive,Grey,6,186300
TOYOTA,Sedan,1,Hybrid,2.5,9,4,Automatic,Front,4-doors,Left wheel,Silver,12,31752
OPEL,Coupe,2,Petrol,1.4,19,4,Manual,Front,2-doors,Left wheel,Blue,0,202500
BMW,Sedan,1,Petrol,2,13,4,Tiptronic,Rear,4-doors,Left wheel,White,12,3251502
HONDA,Hatchback,1,Hybrid,1.5,16,4,Automatic,Front,4-doors,Left wheel,Red,4,1549044
RENAULT,Minivan,2,Diesel,1.5,27,4,Manual,Front,4-doors,Left wheel,Black,6,939924
BMW,Sedan,2,Petrol,2.5,22,6,Manual,Rear,5 or more,Left wheel,Silver,6,584253
CHEVROLET,Jeep,1,Diesel,2,11,4,Automatic,Front,4-doors,Left wheel,White,4,965277
BMW,Sedan,2,Diesel,2,21,4,Manual,Rear,4-doors,Left wheel,Grey,9,1397169
FORD,Hatchback,1,Hybrid,2,17,4,Variator,Front,4-doors,Left wheel,Black,12,1905201
LEXUS,Jeep,1,Petrol,2,12,4,Automatic,4x4,4-doors,Left wheel,Grey,12,63504
CHEVROLET,Sedan,1,Petrol,1,6,4,Automatic,Front,4-doors,Left wheel,White,4,939924
HYUNDAI,Sedan,2,Petrol,1.8,9,4,Tiptronic,Front,4-doors,Left wheel,Grey,8,1498743
TOYOTA,Hatchback,2,Hybrid,1.5,19,4,Automatic,Front,4-doors,Right-hand drive,Green,4,1143153
NISSAN,Hatchback,2,Petrol,1.4,13,4,Automatic,Front,4-doors,Right-hand drive,Yellow,4,482679
JEEP,Jeep,1,Petrol,3.6,16,4,Automatic,Front,4-doors,Left wheel,Grey,4,7492662
MERCEDES-BENZ,Jeep,1,Petrol,2,27,4,Automatic,4x4,4-doors,Left wheel,White,0,82539
SSANGYONG,Jeep,1,Diesel,2,22,4,Automatic,Front,4-doors,Left wheel,Silver,4,2594835
HYUNDAI,Jeep,1,Diesel,2.2,11,4,Automatic,Front,4-doors,Left wheel,White,4,1164456
HYUNDAI,Jeep,1,Petrol,2.4,21,4,Automatic,Front,4-doors,Left wheel,Black,0,17820
LEXUS,Sedan,1,Hybrid,2.4,17,4,Automatic,Front,4-doors,Left wheel,Red,10,2032209
HONDA,Sedan,2,Petrol,1.3,12,4,Automatic,Front,4-doors,Right-hand drive,Blue,6,558819
HYUNDAI,Sedan,1,Petrol,2,6,4,Automatic,Front,4-doors,Left wheel,Black,12,444528
TOYOTA,Hatchback,2,Hybrid,1.8,9,4,Variator,Front,4-doors,Left wheel,Grey,12,1524177
HYUNDAI,Sedan,1,Hybrid,2.4,19,4,Automatic,Front,4-doors,Left wheel,Grey,0,279450
HONDA,Hatchback,2,Petrol,1.3,13,4,Automatic,Front,4-doors,Right-hand drive,Silver,4,2025
VOLKSWAGEN,Sedan,1,Petrol,2,16,4,Manual,Front,4-doors,Left wheel,Black,8,647757
TOYOTA,Jeep,2,Petrol,2.5,27,4,Automatic,4x4,4-doors,Left wheel,Grey,10,3149928
DODGE,Jeep,1,Petrol,3.5,22,6,Automatic,Front,4-doors,Left wheel,Blue,12,152442
LEXUS,Jeep,1,Petrol,4.7,11,8,Automatic,4x4,4-doors,Left wheel,White,8,2870478
HYUNDAI,Jeep,1,Petrol,2,21,4,Automatic,Front,4-doors,Left wheel,Black,0,82539
HYUNDAI,Sedan,1,Petrol,2.4,17,4,Tiptronic,Front,4-doors,Left wheel,Black,8,1879767
HYUNDAI,Sedan,2,Petrol,2,12,4,Automatic,Front,4-doors,Left wheel,Silver,8,1384452
HONDA,Hatchback,2,Petrol,1.3,6,4,Automatic,Front,4-doors,Right-hand drive,White,4,579150
LEXUS,Jeep,1,Hybrid,3.5,9,6,Automatic,4x4,4-doors,Left wheel,Black,12,15228
MITSUBISHI,Jeep,2,CNG,0.2,19,4,Tiptronic,4x4,4-doors,Left wheel,Black,2,660474
NISSAN,Jeep,2,Petrol,2,13,6,Automatic,Front,4-doors,Left wheel,White,8,2794257
NISSAN,Sedan,2,Petrol,1.2,16,3,Automatic,Front,4-doors,Right-hand drive,Purple,2,762048
TOYOTA,Hatchback,2,Petrol,1.8,27,4,Automatic,Front,4-doors,Left wheel,White,10,1955988
MERCEDES-BENZ,Jeep,1,Diesel,3,22,6,Automatic,4x4,4-doors,Left wheel,Grey,10,4801032
MERCEDES-BENZ,Sedan,1,Diesel,2.2,11,8,Automatic,Rear,4-doors,Left wheel,Silver,0,939924
FORD,Universal,1,Hybrid,2,21,4,Automatic,Front,4-doors,Left wheel,Carnelian red,8,1651185
HYUNDAI,Sedan,2,Petrol,1.8,17,4,Tiptronic,Front,4-doors,Left wheel,White,12,1168506
CHEVROLET,Jeep,1,Diesel,2,12,4,Automatic,Front,4-doors,Left wheel,Silver,4,497664
TOYOTA,Jeep,2,Petrol,4,6,5,Automatic,4x4,4-doors,Left wheel,Black,4,3683313
MERCEDES-BENZ,Coupe,1,Diesel,3.5,9,6,Automatic,Rear,2-doors,Left wheel,Silver,12,1295514
KIA,Sedan,1,Hybrid,2.4,19,4,Automatic,Front,4-doors,Left wheel,White,10,901773
TOYOTA,Jeep,2,Diesel,2.2,13,4,Manual,4x4,4-doors,Left wheel,Black,4,1473309
FORD,Sedan,1,Petrol,2,16,4,Automatic,Front,4-doors,Left wheel,Black,12,107973
LEXUS,Sedan,1,Hybrid,2.5,27,4,Automatic,Front,4-doors,Left wheel,Silver,12,158760
CHEVROLET,Hatchback,1,Hybrid,1.5,22,4,Automatic,Front,4-doors,Left wheel,Blue,0,2108430
BMW,Coupe,1,Petrol,4,11,8,Manual,Rear,2-doors,Left wheel,Red,10,3888000
LEXUS,Jeep,1,Petrol,4.6,21,12,Tiptronic,4x4,4-doors,Left wheel,Black,0,6604659
TOYOTA,Hatchback,2,Petrol,1.5,17,4,Automatic,4x4,4-doors,Right-hand drive,Red,4,711261
MERCEDES-BENZ,Sedan,1,Diesel,3.5,12,6,Automatic,4x4,4-doors,Left wheel,Black,12,50787
CHEVROLET,Hatchback,1,Hybrid,1.4,6,4,Automatic,Front,4-doors,Left wheel,Grey,12,469962
CHEVROLET,Sedan,1,Diesel,2,9,4,Automatic,Front,4-doors,Left wheel,White,4,698544
HYUNDAI,Sedan,1,Petrol,1.8,19,4,Tiptronic,Front,4-doors,Left wheel,White,12,1778193
FORD,Sedan,1,Petrol,2,13,4,Tiptronic,Front,4-doors,Left wheel,Grey,9,1270161
HYUNDAI,Sedan,1,CNG,2,16,4,Automatic,Front,4-doors,Left wheel,Orange,4,660474
TOYOTA,Sedan,1,Petrol,2.5,27,4,Tiptronic,Front,4-doors,Left wheel,Black,12,4293000
HYUNDAI,Jeep,1,Diesel,2,22,4,Automatic,Front,4-doors,Left wheel,Silver,4,1715661
LEXUS,Jeep,1,Petrol,4.6,11,8,Automatic,4x4,4-doors,Left wheel,Silver,0,1270161
CHEVROLET,Sedan,1,Petrol,3.5,21,6,Automatic,Front,4-doors,Left wheel,Black,12,69822
CHEVROLET,Hatchback,2,Hybrid,1.4,17,4,Automatic,Front,4-doors,Left wheel,Silver,10,2210004
SSANGYONG,Jeep,1,Diesel,1.6,12,4,Automatic,Front,4-doors,Left wheel,White,4,3196098
KIA,Sedan,2,Petrol,1.6,6,4,Tiptronic,Front,4-doors,Left wheel,Black,8,1473309
HYUNDAI,Minivan,1,Diesel,2.5,9,4,Automatic,Front,4-doors,Left wheel,Silver,4,2558061
MERCEDES-BENZ,Sedan,1,Diesel,3,19,6,Tiptronic,Rear,4-doors,Left wheel,Black,12,9500490
MERCEDES-BENZ,Sedan,1,CNG,3.2,13,6,Automatic,Rear,4-doors,Left wheel,Black,6,635040
TOYOTA,Hatchback,2,Hybrid,1.8,16,4,Variator,Front,4-doors,Left wheel,Blue,6,1651185
HYUNDAI,Sedan,1,Petrol,1.6,27,4,Automatic,Front,4-doors,Left wheel,Silver,4,995247
SSANGYONG,Jeep,1,Diesel,2.7,22,4,Automatic,Front,4-doors,Left wheel,Black,4,1641546
TOYOTA,Sedan,1,Petrol,1.8,11,4,Automatic,Front,4-doors,Left wheel,White,12,228582
HYUNDAI,Sedan,1,CNG,2,21,4,Automatic,Front,4-doors,Left wheel,Black,4,1318923
LEXUS,Jeep,1,Petrol,4.6,17,8,Automatic,4x4,4-doors,Left wheel,Brown,12,5791743
HYUNDAI,Sedan,1,CNG,2,12,4,Automatic,Front,4-doors,Left wheel,Orange,4,685827
HYUNDAI,Jeep,1,Diesel,2,6,4,Automatic,Front,4-doors,Left wheel,Black,4,2239974
HYUNDAI,Hatchback,1,Petrol,1.8,9,4,Automatic,Front,4-doors,Left wheel,Red,12,203229
FIAT,Cabriolet,1,Petrol,1.4,19,4,Automatic,Front,2-doors,Left wheel,Blue,6,1066932
